GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,366.16386,366.2,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,454.08696,454,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.10128,0.1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1994,1994,1994,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,15.71349,15.7 [13.6-18.2],13.62318,18.19165
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,10003.0,10 003 [8274-12 370],8274.0,12370.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1985,1985,1985,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,12392.0,12 392 [11 551-13 253],11551.0,13253.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,61.03207,61.0 [56.3-66.4],56.34536,66.35549
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.00991,5,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00946,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.34837,0.3,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1973,1973,1973,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,240.21662,240.2 [221.6-260.9],221.58253,260.9462
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,4017.38332,4017,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,20.69739,20.7 [12.57-34.58],12.56716,34.58013
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,921.0,921 [557-1458],557.0,1458.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.89597,4.9,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00851,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.05307,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,14685.6033,14 686,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.05976,3.1,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1552.64325,1552.6,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.14003,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.09566,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,5.85238,5.9,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,6.76257,6.8,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,455.4661,455,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,708.98974,709.0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.0,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1927.19728,1927.2,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1965,1965,1965,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,165.52338,165.5 [148.4-185.4],148.39835,185.35444
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3265.60407,3266,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00889,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0107,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.32663,0.3,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1971,1971,1971,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,171.05524,171.1 [156.9-187.2],156.88034,187.23795
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1981,1981,1981,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,125.2935,125.3 [117.3-134.0],117.31552,134.03746
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2019,2019,2019,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,47.80459,47.8 [37.5-61.2],37.49097,61.23642
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.19039,1.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.03098,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1987,1987,1987,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,12224.0,12 224 [11 397-13 066],11397.0,13066.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,1012.0,1012 [772-1308],772.0,1308.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1995,1995,1995,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1645.0,1645 [866-2558],866.0,2558.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.11823,0.1,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1978,1978,1978,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,64.54166,64.5 [56.3-75.0],56.33207,74.98476
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1961,1961,1961,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,31818.0,31 818 [28 045-36 023],28045.0,36023.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011,2011,2011,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,74.17192,74.2,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1991,1991,1991,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,149.11363,149.1 [139.0-160.2],138.96711,160.15056
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,7.83691,7.8,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,68.56941,68.6,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00734,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,21826.0,21 826 [19 968-24 034],19968.0,24034.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,8.74647,8.7,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1318.0015,1318.0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1970,1970,1970,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,16075.0,16 075 [14 725-17 548],14725.0,17548.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.08079,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.01923,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1998,1998,1998,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,20482.0,20 482 [19 187-21 853],19187.0,21853.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2009,2009,2009,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,928.0,928 [683-1247],683.0,1247.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,100.02184,100.0 [92.1-108.3],92.06139,108.27787
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1980,1980,1980,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,22020.0,22 020 [20 427-23 713],20427.0,23713.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2914.57902,2915,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,1038.0,1038 [796-1328],796.0,1328.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01525,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1961,1961,1961,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,205.58647,205.6 [179.3-234.5],179.28743,234.50546
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1946.90991,1946.9,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1992,1992,1992,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,18964.0,18 964 [17 659-20 359],17659.0,20359.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2022,2022,2022,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,6755.0,6755 [4594-10 071],4594.0,10071.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,435.63912,436,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1964,1964,1964,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,87.95165,88.0 [74.6-105.0],74.61355,105.03535
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1972,1972,1972,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,143.66067,143.7 [132.1-157.4],132.1169,157.44058
